session_id,config_id,mux_mode,resolution_mode,url,pcap_file,dns_pcap_file,curl_log,success,http_code,remote_ip,started_utc,completed_utc
RQ8C_RQ3_default_c2_p1_decentralized_resolution_21,default_c2_p1,c2,decentralized_resolution,https://praxis-destination.praxis:9443/,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_21.pcap,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_21_dns.pcap,/opt/praxis/logs/RQ8C_RQ3_default_c2_p1_decentralized_resolution_21_curl.log,1,200,127.0.0.1,2026-06-17T03:45:43Z,2026-06-17T03:45:51Z
RQ8C_RQ3_default_c2_p1_decentralized_resolution_22,default_c2_p1,c2,decentralized_resolution,https://praxis-destination.praxis:9443/,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_22.pcap,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_22_dns.pcap,/opt/praxis/logs/RQ8C_RQ3_default_c2_p1_decentralized_resolution_22_curl.log,1,200,127.0.0.1,2026-06-17T03:45:51Z,2026-06-17T03:46:00Z
RQ8C_RQ3_default_c2_p1_decentralized_resolution_23,default_c2_p1,c2,decentralized_resolution,https://praxis-destination.praxis:9443/,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_23.pcap,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_23_dns.pcap,/opt/praxis/logs/RQ8C_RQ3_default_c2_p1_decentralized_resolution_23_curl.log,1,200,127.0.0.1,2026-06-17T03:46:00Z,2026-06-17T03:46:09Z
RQ8C_RQ3_default_c2_p1_decentralized_resolution_24,default_c2_p1,c2,decentralized_resolution,https://praxis-destination.praxis:9443/,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_24.pcap,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_24_dns.pcap,/opt/praxis/logs/RQ8C_RQ3_default_c2_p1_decentralized_resolution_24_curl.log,1,200,127.0.0.1,2026-06-17T03:46:09Z,2026-06-17T03:46:18Z
RQ8C_RQ3_default_c2_p1_decentralized_resolution_25,default_c2_p1,c2,decentralized_resolution,https://praxis-destination.praxis:9443/,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_25.pcap,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_25_dns.pcap,/opt/praxis/logs/RQ8C_RQ3_default_c2_p1_decentralized_resolution_25_curl.log,1,200,127.0.0.1,2026-06-17T03:46:18Z,2026-06-17T03:46:27Z
RQ8C_RQ3_default_c2_p1_decentralized_resolution_26,default_c2_p1,c2,decentralized_resolution,https://praxis-destination.praxis:9443/,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_26.pcap,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_26_dns.pcap,/opt/praxis/logs/RQ8C_RQ3_default_c2_p1_decentralized_resolution_26_curl.log,1,200,127.0.0.1,2026-06-17T03:46:28Z,2026-06-17T03:46:36Z
RQ8C_RQ3_default_c2_p1_decentralized_resolution_27,default_c2_p1,c2,decentralized_resolution,https://praxis-destination.praxis:9443/,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_27.pcap,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_27_dns.pcap,/opt/praxis/logs/RQ8C_RQ3_default_c2_p1_decentralized_resolution_27_curl.log,1,200,127.0.0.1,2026-06-17T03:46:37Z,2026-06-17T03:46:45Z
RQ8C_RQ3_default_c2_p1_decentralized_resolution_28,default_c2_p1,c2,decentralized_resolution,https://praxis-destination.praxis:9443/,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_28.pcap,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_28_dns.pcap,/opt/praxis/logs/RQ8C_RQ3_default_c2_p1_decentralized_resolution_28_curl.log,1,200,127.0.0.1,2026-06-17T03:46:46Z,2026-06-17T03:46:54Z
RQ8C_RQ3_default_c2_p1_decentralized_resolution_29,default_c2_p1,c2,decentralized_resolution,https://praxis-destination.praxis:9443/,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_29.pcap,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_29_dns.pcap,/opt/praxis/logs/RQ8C_RQ3_default_c2_p1_decentralized_resolution_29_curl.log,1,200,127.0.0.1,2026-06-17T03:46:55Z,2026-06-17T03:47:03Z
RQ8C_RQ3_default_c2_p1_decentralized_resolution_30,default_c2_p1,c2,decentralized_resolution,https://praxis-destination.praxis:9443/,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_30.pcap,/opt/praxis/pcaps/RQ8C_RQ3_default_c2_p1_decentralized_resolution_30_dns.pcap,/opt/praxis/logs/RQ8C_RQ3_default_c2_p1_decentralized_resolution_30_curl.log,1,200,127.0.0.1,2026-06-17T03:47:04Z,2026-06-17T03:47:12Z
