session_id,config_id,browser_profile,mux_mode,parallel,padding_mode,resolver_mode,success,pcap_file,browser_log,pcap_size_bytes,packet_count,out_packets,in_packets,unknown_packets,out_payload_bytes,in_payload_bytes,total_payload_bytes,flow_duration_seconds,burst_count,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,len_9,len_10,len_11,len_12,len_13,len_14,len_15,len_16,len_17,len_18,len_19,len_20,detector_proxy_probability,public_robust_log_distance,public_robust_log_distance_norm,compliance_score,compliance_penalty,overhead_norm,praxis_score_phase17
RQ7_CONFIRM_baseline_default_off_11,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_11.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_11_browser.json,21609,69,35,34,0,10618,4831,15449,1.139084,44,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.541297156146651,0.3823041461691156,1,0.0,0.8406993686255464,0.6258414195904678
RQ7_CONFIRM_baseline_default_off_12,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_12.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_12_browser.json,21937,72,37,35,0,10682,4831,15513,1.144409,42,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.541232783506818,0.38227554916041284,1,0.0,1.0,0.6337964422061445
RQ7_CONFIRM_baseline_default_off_13,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_13.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_13_browser.json,21545,69,35,34,0,10554,4831,15385,1.14453,44,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.540650295171666,0.3820167835725386,1,0.0,0.8096163186012627,0.6241866901804516
RQ7_CONFIRM_baseline_default_off_14,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_14.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_14_browser.json,21633,70,36,34,0,10554,4831,15385,1.143213,44,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.544963056109125,0.3839326916723161,1,0.0,0.8523555123846528,0.6269942177045432
RQ7_CONFIRM_baseline_default_off_15,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_15.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_15_browser.json,21665,70,36,34,0,10586,4831,15417,1.142199,44,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.545548166129812,0.38419262192213777,1,0.0,0.8678970373967946,0.627862269542588
RQ7_CONFIRM_baseline_default_off_16,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_16.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_16_browser.json,21305,67,34,33,0,10490,4831,15321,1.14148,42,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,1998,1.0,15.672595428360557,0.8848739742745741,1,0.0,0.6930548810101991,0.794358635046611
RQ7_CONFIRM_baseline_default_off_17,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_17.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_17_browser.json,21577,69,35,34,0,10586,4831,15417,1.141105,44,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.541238148402684,0.3822779324706852,1,0.0,0.8251578436134046,0.6250551685454101
RQ7_CONFIRM_baseline_default_off_18,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_18.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_18_browser.json,21625,71,37,34,0,10458,4831,15289,1.142971,42,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.537540459213835,0.38063526486862964,1,0.0,0.8484701311316173,0.6256458492606013
RQ7_CONFIRM_baseline_default_off_19,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_19.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_19_browser.json,21481,69,35,34,0,10490,4831,15321,1.143154,44,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.53997882689146,0.38171848938571806,1,0.0,0.7785332685769791,0.6225281347138503
RQ7_CONFIRM_baseline_default_off_20,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_20.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_20_browser.json,21545,69,35,34,0,10554,4831,15385,1.141477,44,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.541699139882539,0.3824827240932654,1,0.0,0.8096163186012627,0.624349769362706
RQ7_CONFIRM_baseline_default_off_21,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_21.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_21_browser.json,21449,69,35,34,0,10458,4831,15289,1.14448,42,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.528943888151566,0.3768163098262908,1,0.0,0.7629917435648373,0.6200352956174436
RQ7_CONFIRM_baseline_default_off_22,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_22.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_22_browser.json,21569,70,36,34,0,10490,4831,15321,1.139051,42,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.532782276438143,0.37852148182979034,1,0.0,0.8212724623603691,0.6235461417584451
RQ7_CONFIRM_baseline_default_off_23,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_23.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_23_browser.json,21545,69,35,34,0,10554,4831,15385,1.141934,42,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.528588867586455,0.3766585948993222,1,0.0,0.8096163186012627,0.6223113241448259
RQ7_CONFIRM_baseline_default_off_24,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_24.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_24_browser.json,21209,67,34,33,0,10394,4831,15225,1.144279,42,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.522208757120259,0.3738242840026785,1,0.0,0.6464303059737737,0.6131600146996261
RQ7_CONFIRM_baseline_default_off_25,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_25.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_25_browser.json,21577,69,35,34,0,10586,4831,15417,1.144272,46,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.552931922132208,0.3874727939828929,1,0.0,0.8251578436134046,0.6268733700746828
RQ7_CONFIRM_baseline_default_off_26,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_26.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_26_browser.json,21545,69,36,33,0,10554,4831,15385,1.146769,46,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,2094,1.0,15.723079473142954,0.9073010903866726,1,0.0,0.8096163186012627,0.8080361975653986
RQ7_CONFIRM_baseline_default_off_27,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_27.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_27_browser.json,21593,71,36,35,0,10426,4831,15257,1.140293,42,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.535372103293165,0.37967199082403136,1,0.0,0.8329286061194755,0.6245316270943848
RQ7_CONFIRM_baseline_default_off_28,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_28.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_28_browser.json,21513,69,35,34,0,10522,4831,15353,1.141719,44,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.541112002550474,0.38222189322726147,1,0.0,0.7940747935891209,0.6234814023089975
RQ7_CONFIRM_baseline_default_off_29,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_29.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_29_browser.json,21665,70,36,34,0,10586,4831,15417,1.145373,42,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.534045013961054,0.37908244244947703,1,0.0,0.8678970373967946,0.6260737067271567
RQ7_CONFIRM_baseline_default_off_30,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_30.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_30_browser.json,21273,67,34,33,0,10458,4831,15289,1.141588,44,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.532777543832974,0.37851937940939046,1,0.0,0.6775133559980573,0.6163574505931895
RQ7_CONFIRM_baseline_default_off_31,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_31.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_31_browser.json,21433,67,34,33,0,10618,4831,15449,1.142839,44,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.534172850568481,0.3791392327968139,1,0.0,0.7552209810587663,0.6204597805318232
RQ7_CONFIRM_baseline_default_off_32,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_32.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_32_browser.json,21577,69,35,34,0,10586,4831,15417,1.146946,40,0,0,0,1791,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,2030,1.0,15.67609181910887,0.8864272167222356,1,0.0,0.8251578436134046,0.8015074180334526
RQ7_CONFIRM_baseline_default_off_33,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_33.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_33_browser.json,21425,68,35,33,0,10522,4831,15353,1.146236,42,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,1998,1.0,15.676700098732859,0.8866974398752068,1,0.0,0.751335599805731,0.7979108839466089
RQ7_CONFIRM_baseline_default_off_34,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_34.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_34_browser.json,21649,72,36,36,0,10394,4831,15225,1.14966,44,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.550054199643634,0.3861943897530452,1,0.0,0.8601262748907237,0.6281743501581021
RQ7_CONFIRM_baseline_default_off_35,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_35.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_35_browser.json,21305,67,34,33,0,10490,4831,15321,1.142591,44,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.533384686574145,0.37878909751164513,1,0.0,0.6930548810101991,0.6172289281795857
RQ7_CONFIRM_baseline_default_off_36,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_36.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_36_browser.json,21545,69,35,34,0,10554,4831,15385,1.144784,40,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,2062,1.0,15.682634841565262,0.8893338999126593,1,0.0,0.8096163186012627,0.8017476808994939
RQ7_CONFIRM_baseline_default_off_37,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_37.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_37_browser.json,21537,70,36,34,0,10458,4831,15289,1.140335,44,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,-366,0,0,0,0,1.0,14.544232806609322,0.3836082844186288,1,0.0,0.8057309373482273,0.6245494464139315
RQ7_CONFIRM_baseline_default_off_38,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_38.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_38_browser.json,21537,70,36,34,0,10458,4831,15289,1.143674,48,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.566233748998208,0.3933820196979218,1,0.0,0.8057309373482273,0.627970253761684
RQ7_CONFIRM_baseline_default_off_39,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_39.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_39_browser.json,21305,67,34,33,0,10490,4831,15321,1.140609,42,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,1998,1.0,15.671598402950986,0.8844310540465388,1,0.0,0.6930548810101991,0.7942036129667985
RQ7_CONFIRM_baseline_default_off_40,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_40.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_40_browser.json,21609,69,35,34,0,10618,4831,15449,1.144017,44,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,2094,1.0,15.713383084350143,0.9029935504844766,1,0.0,0.8406993686255464,0.8080827111008442
RQ7_CONFIRM_baseline_default_off_41,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_41.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_41_browser.json,21337,67,34,33,0,10522,4831,15353,1.141272,46,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.544074118143376,0.3835377883902941,1,0.0,0.708596406022341,0.61966804623772
RQ7_CONFIRM_baseline_default_off_42,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_42.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_42_browser.json,21609,69,35,34,0,10618,4831,15449,1.144226,40,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,2062,1.0,15.684231932050952,0.8900433940492424,1,0.0,0.8406993686255464,0.8035501563485121
RQ7_CONFIRM_baseline_default_off_43,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_43.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_43_browser.json,21513,69,35,34,0,10522,4831,15353,1.142944,46,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.55120611823404,0.3867061199856378,1,0.0,0.7940747935891209,0.6250508816744292
RQ7_CONFIRM_baseline_default_off_44,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_44.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_44_browser.json,21681,72,37,35,0,10426,4831,15257,1.140269,46,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.561778618536483,0.39140286512363354,1,0.0,0.8756677999028655,0.6307743927884151
RQ7_CONFIRM_baseline_default_off_45,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_45.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_45_browser.json,21513,69,35,34,0,10522,4831,15353,1.145116,40,0,0,0,1759,0,-1369,0,80,655,0,-255,0,-255,0,-208,-366,0,0,0,0,1.0,14.517182460715011,0.3715913937186254,1,0.0,0.7940747935891209,0.619760727480975
RQ7_CONFIRM_baseline_default_off_46,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_46.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_46_browser.json,21273,67,34,33,0,10458,4831,15289,1.139046,44,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.534368953081486,0.37922634970370983,1,0.0,0.6775133559980573,0.6166048901962013
RQ7_CONFIRM_baseline_default_off_47,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_47.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_47_browser.json,21457,68,35,33,0,10554,4831,15385,1.144308,40,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,1998,1.0,15.665735373964788,0.881826452287531,1,0.0,0.7668771248178727,0.7969831145415295
RQ7_CONFIRM_baseline_default_off_48,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_48.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_48_browser.json,21505,70,36,34,0,10426,4831,15257,1.146175,44,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.543641939636275,0.3833457966907051,1,0.0,0.7901894123360855,0.6236804994585511
RQ7_CONFIRM_baseline_default_off_49,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_49.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_49_browser.json,21481,69,35,34,0,10490,4831,15321,1.1418,42,0,0,0,1727,0,-1369,0,80,655,0,-255,0,-255,0,-208,0,-366,0,0,0,1.0,14.528460722711436,0.37660166760667746,1,0.0,0.7785332685769791,0.620737247091186
RQ7_CONFIRM_baseline_default_off_50,baseline_default_off,default,off,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_baseline_default_off_50.pcap,/opt/praxis/logs/RQ7_CONFIRM_baseline_default_off_50_browser.json,21369,67,34,33,0,10554,4831,15385,1.139078,42,0,0,0,1823,0,-1369,0,80,655,0,-255,0,-255,0,-574,0,0,0,0,0,1.0,13.707039104492633,0.01169196022910338,1,0.0,0.7241379310344828,0.49029908263191035
RQ7_CONFIRM_camouflaged_c2_p1_01,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_01.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_01_browser.json,20585,56,28,28,0,10648,4969,15617,0.184586,34,0,0,0,1800,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,0,-6,0,0.485,14.661352238866876,0.43563761601329243,1,0.0,0.34337056823700823,0.38789169401650275
RQ7_CONFIRM_camouflaged_c2_p1_02,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_02.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_02_browser.json,20089,50,26,24,0,10712,4937,15649,0.197929,28,0,0,0,1768,0,-1377,0,88,687,0,-263,0,-263,0,-582,-6,0,0,6,2052,0.485,15.857421077069738,0.966981228199284,1,0.0,0.1024769305488101,0.5618172763971899
RQ7_CONFIRM_camouflaged_c2_p1_03,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_03.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_03_browser.json,20153,52,26,26,0,10584,4953,15537,0.190154,32,0,0,0,1768,0,-1377,0,88,687,0,-263,0,-263,0,-582,0,-6,0,6,2020,0.49,15.883363579751496,0.9785059687859393,1,0.0,0.13355998057309373,0.5696550881037334
RQ7_CONFIRM_camouflaged_c2_p1_04,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_04.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_04_browser.json,20417,53,27,26,0,10736,4977,15713,0.188321,34,0,0,0,1832,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,0,-6,0,0.485,14.65060260575178,0.43086218109967084,1,0.0,0.26177756192326374,0.382140641481048
RQ7_CONFIRM_camouflaged_c2_p1_05,camouflaged_c2_p1,camouflaged,c2,1,none,standard_dns,1,/opt/praxis/pcaps/RQ7_CONFIRM_camouflaged_c2_p1_05.pcap,/opt/praxis/logs/RQ7_CONFIRM_camouflaged_c2_p1_05_browser.json,20897,58,29,29,0,10776,4977,15753,0.183114,34,0,0,0,1768,0,-1377,0,88,687,0,-263,0,-263,0,-216,0,-374,0,-6,0,0.49,14.668729728061003,0.4389150040967078,1,0.0,0.49490043710539094,0.3988652732891173
