source_dataset,public_ground_truth,session_id,client_endpoint,server_endpoint,pcap_size_bytes,packet_count,out_packets,in_packets,unknown_packets,out_payload_bytes,in_payload_bytes,total_payload_bytes,flow_duration_seconds,burst_count,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,len_9,len_10,len_11,len_12,len_13,len_14,len_15,len_16,len_17,len_18,len_19,len_20
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000237,157.82.4.193.21172,35.150.59.132.443,79751606,10,10,0,0,643,0,643,0.59771,1,0,0,517,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000238,206.60.185.196.10000,150.129.1.193.47902,79751606,707,707,0,0,26602,0,26602,8.00736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,132,66,66
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000239,133.11.71.101.61863,43.252.84.163.443,79751606,10,0,10,0,0,626,626,0.261518,1,0,0,-154,-1,-1,0,0,-470,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000240,223.122.189.47.55071,150.129.7.132.443,79751606,58,58,0,0,0,0,0,5.629861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000241,157.82.185.84.31616,54.33.235.73.443,79751606,6,6,0,0,1461,0,1461,6.427265,1,454,0,533,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000242,185.0.67.119.53360,133.20.196.209.3389,79751606,7,0,7,0,0,1153,1153,2.488045,1,0,-19,-832,-51,-220,0,-31,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000243,170.120.50.39.42340,202.96.58.47.22,79751606,22,12,10,0,1344,1520,2864,3.483575,15,0,-984,1008,0,0,80,0,-312,0,16,64,0,-64,0,80,-80,96,0,-80,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000244,157.82.4.253.10726,52.207.130.25.443,79751606,10,10,0,0,6360,0,6360,8.007934,1,717,0,817,948,613,618,616,616,203,1212,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000245,203.172.144.85.54003,91.124.190.15.80,79751606,135,27,108,0,1072,206803,207875,1.693111,13,0,0,0,455,0,-393,0,617,-1460,-2920,-1460,-2920,-1460,-1460,-2920,0,-2920,-2920,-2920,-2920
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000246,157.82.4.199.2972,23.237.143.77.443,79751606,9,9,0,0,2303,0,2303,0.406792,1,0,0,0,126,0,285,1892,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000247,120.84.230.148.3101,150.129.7.132.443,79751606,281,281,0,0,0,0,0,8.068848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000248,120.84.230.8.1402,150.129.7.132.443,79751606,252,252,0,0,0,0,0,8.101039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000249,202.96.58.155.61878,52.154.127.47.443,79751606,31,13,18,0,1604,7606,9210,0.373609,11,0,0,0,517,0,-99,385,0,-4146,-1382,-499,0,74,92,418,0,0,-459,0,-62
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000250,120.84.230.127.25693,150.129.7.132.443,79751606,294,294,0,0,0,0,0,8.103954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000251,157.82.4.192.7150,34.239.96.236.443,79751606,33,33,0,0,1382,0,1382,6.009006,1,0,50,0,59,58,53,54,51,0,66,51,0,62,54,64,57,52,55,64,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000252,133.11.71.101.61864,43.252.84.163.443,79751606,15,0,15,0,0,616,616,0.415611,1,0,0,-154,-1,0,0,-456,0,-1,-1,-1,0,-1,-1,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000253,120.84.234.134.9771,150.129.7.132.443,79751606,311,311,0,0,0,0,0,8.095444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000254,120.84.229.58.1902,150.129.7.132.443,79751606,265,265,0,0,0,0,0,8.102801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000255,157.82.85.218.58429,52.48.213.68.443,79751606,17,17,0,0,29,0,29,7.114499,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000256,97.169.141.20.40176,150.129.7.132.443,79751606,979,979,0,0,0,0,0,8.127023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000257,150.129.48.117.52503,157.183.224.247.443,79751606,81,37,44,0,20877,808,21685,6.523372,43,-44,0,-42,-32,0,-44,36,210,0,36,0,-32,-42,0,36,0,-49,36,0,433
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000258,163.209.196.87.50486,47.74.246.22.443,79751606,161,161,0,0,9,0,9,8.112559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000259,153.92.220.149.1883,203.172.129.169.35411,79751606,591,320,271,0,264007,0,264007,8.132473,534,907,0,908,0,1197,0,932,0,923,0,916,0,291,0,1530,0,284,0,324,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000260,131.104.115.246.58618,101.66.35.12.443,79751606,78,0,78,0,0,27153,27153,7.271261,1,-330,-294,-304,-515,-297,-333,-297,-297,-324,-340,-566,-523,-395,-326,-509,-583,-352,-317,-317,-386
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000261,157.82.85.218.65490,54.108.68.130.443,79751606,396,396,0,0,13354,0,13354,6.486615,1,0,75,6,45,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000262,120.84.234.113.9213,150.129.7.132.443,79751606,276,276,0,0,0,0,0,8.074737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000263,157.82.4.249.48414,52.50.15.104.443,79751606,6,6,0,0,945,0,945,7.99192,1,189,189,0,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000264,118.18.69.242.1571,163.208.22.182.443,79751606,255,0,255,0,0,282563,282563,8.116269,1,0,0,0,0,0,-2824,-2824,-2824,-1412,-2824,-1412,-2824,-1412,-2824,-2824,-1412,-5648,-2824,-1412,-2824
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000265,121.110.86.157.57775,131.104.82.15.62417,79751606,493,493,0,0,17399,0,17399,8.132928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,100
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000266,203.172.161.128.34588,54.89.239.224.443,79751606,164,82,82,0,87442,0,87442,8.117536,164,889,0,889,0,889,0,889,0,889,0,889,0,889,0,889,0,889,0,889,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000267,160.161.120.161.62341,130.31.254.20.443,79751606,435,0,435,0,0,3461,3461,8.120626,1,0,0,0,0,0,0,0,0,0,0,-116,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000268,120.84.230.40.9568,150.129.7.132.443,79751606,303,303,0,0,0,0,0,8.108283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000269,153.92.220.149.1883,203.172.129.169.52820,79751606,637,342,295,0,263409,0,263409,8.12859,584,609,0,607,0,928,0,1448,54,0,322,0,1213,0,304,0,1222,0,599,0,284
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000270,176.38.179.70.50490,202.255.73.9.22,79751606,17,10,7,0,252,636,888,1.939263,12,0,0,48,0,-532,0,16,0,52,-52,0,84,-52,52,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000271,203.172.135.235.28694,104.150.212.86.443,79751606,273,144,129,0,1868,469412,471280,0.760336,49,0,0,0,309,0,-4096,-1460,-804,0,0,0,0,0,80,80,332,1036,0,-303,-365
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000272,131.105.184.103.58876,151.69.114.161.443,79751606,488,0,488,0,0,4519899,4519899,5.375668,1,0,-100,-13555,0,0,-554,-607,0,0,-992,-904,0,0,-77,-4368,-8736,-13104,-13104,-9110,-7280
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000273,202.96.58.35.40790,52.142.125.231.443,79751606,22,12,10,0,1259,7055,8314,0.295281,13,0,0,0,280,-4380,-1548,0,0,158,-51,-69,0,0,84,-38,737,-38,-42,0,-851
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000274,202.96.58.60.46650,52.154.127.47.443,79751606,11,3,8,0,31,887,918,0.504518,4,0,-62,-31,0,31,0,-309,-413,-41,-31,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000275,157.82.148.150.64084,34.231.216.174.443,79751606,6,6,0,0,4095,0,4095,0.918345,1,0,63,65,1587,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000276,131.105.217.46.63478,144.189.19.228.443,79751606,156,156,0,0,8263,0,8263,8.081212,1,116,0,0,0,0,0,0,117,0,38,0,0,0,67,0,119,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000277,157.82.18.179.53425,52.206.60.122.443,79751606,16,16,0,0,2642,0,2642,3.060075,1,0,0,517,0,0,0,126,605,0,1150,0,213,31,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000278,120.84.230.182.29232,150.129.7.132.443,79751606,296,296,0,0,0,0,0,8.088213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000279,131.105.217.46.63480,144.189.19.228.443,79751606,154,154,0,0,8055,0,8055,8.080576,1,0,0,0,119,0,0,0,0,38,0,88,0,0,67,0,0,0,117,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000280,120.84.229.176.26322,150.129.7.132.443,79751606,227,227,0,0,0,0,0,8.094007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000281,120.84.229.193.33566,150.129.7.132.443,79751606,262,262,0,0,0,0,0,8.126022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000282,120.84.230.177.3774,150.129.7.132.443,79751606,242,242,0,0,0,0,0,8.076175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000283,43.254.134.148.59866,203.172.128.102.22,79751606,20,10,10,0,1512,2128,3640,0.715511,15,0,976,-840,0,24,0,-280,272,-848,16,0,64,0,-64,96,-96,64,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000284,157.82.4.202.10930,44.24.168.137.443,79751606,52,52,0,0,2077,0,2077,8.073433,1,0,0,0,82,91,0,0,83,89,0,0,0,82,101,0,0,0,84,97,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000285,120.84.229.227.20627,150.129.7.132.443,79751606,306,306,0,0,0,0,0,8.095402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000286,120.84.230.224.5112,150.129.7.132.443,79751606,325,325,0,0,0,0,0,7.757009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000287,203.172.142.31.7711,192.109.100.200.443,79751606,40,22,18,0,5848,470,6318,6.924908,21,0,-74,0,557,38,0,-50,654,38,-50,0,0,64,620,-74,0,63,598,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000288,157.82.236.203.61985,52.43.114.214.443,79751606,2222,2222,0,0,1394,0,1394,8.128672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000289,131.105.183.68.6843,178.49.73.19.443,79751606,351,200,151,0,9746,10920,20666,8.115821,252,-52,130,0,-49,0,0,130,0,130,-60,0,-209,0,0,130,-65,0,0,130,-49
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000290,120.84.230.229.36567,150.129.7.132.443,79751606,265,265,0,0,0,0,0,8.120025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000291,101.43.112.56.52332,202.96.60.105.22,79751606,8,3,5,0,52,104,156,3.70918,4,0,-52,-52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000292,131.105.244.17.62982,108.237.142.57.443,79751606,14,14,0,0,168,0,168,1.018562,1,0,0,0,75,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000293,120.84.230.230.5768,150.129.7.132.443,79751606,243,243,0,0,0,0,0,8.07097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000294,120.84.229.241.18200,150.129.7.132.443,79751606,239,239,0,0,0,0,0,8.126264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000295,92.138.180.212.61379,163.208.22.177.443,79751606,388,0,388,0,0,13179,13179,8.128766,1,0,0,-47,-86,0,0,-47,0,0,0,-62,-86,0,-47,0,0,-86,-105,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000296,163.209.137.49.64840,23.154.11.56.80,79751606,162,0,162,0,0,327680,327680,8.049274,1,-4096,-1460,-2636,-1460,-2636,-1460,-1460,-1176,-4096,-2920,-1176,-4096,-1460,-1460,-1176,-1460,-1460,-1176,-2920,-1176
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000297,157.82.4.198.24820,141.110.134.187.443,79751606,16,5,11,0,31,580,611,4.721671,8,0,-79,-79,-52,-322,0,31,0,0,-24,0,0,0,0,-24,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000298,160.161.229.139.53534,163.208.22.177.443,79751606,487,0,487,0,0,300293,300293,8.128736,1,-343,-1282,-349,0,-318,-345,-360,-327,-337,-329,-311,-308,-343,-405,-1794,-356,-327,-321,-344,-333
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000299,202.96.58.150.65198,52.143.206.35.443,79751606,8,4,4,0,2837,2518,5355,4.513109,4,0,-1259,0,1382,1455,0,-1259,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000300,120.84.229.75.22905,150.129.7.132.443,79751606,293,293,0,0,0,0,0,8.088586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000301,120.84.229.42.27860,150.129.7.132.443,79751606,286,286,0,0,0,0,0,8.096138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000302,120.84.229.250.34788,150.129.7.132.443,79751606,364,364,0,0,0,0,0,8.033596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000303,120.84.229.10.29413,150.129.7.132.443,79751606,257,257,0,0,0,0,0,8.088915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000304,157.82.86.221.36226,54.33.201.86.443,79751606,14,14,0,0,11404,0,11404,5.692542,1,0,0,0,126,251,2896,1448,1448,1448,1358,0,1448,981,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000305,120.84.230.31.10426,150.129.7.132.443,79751606,290,290,0,0,0,0,0,8.105961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000306,163.209.108.18.61089,35.183.86.246.443,79751606,79,79,0,0,4402,0,4402,7.816477,1,0,35,66,0,246,91,91,0,0,0,0,0,0,0,172,0,35,1329,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000307,120.84.229.178.17162,150.129.7.132.443,79751606,293,293,0,0,0,0,0,8.084989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000308,202.96.58.154.51373,104.22.47.161.443,79751606,51,24,27,0,1929,3831,5760,6.83772,32,0,66,0,259,0,-377,0,-71,66,177,0,0,-315,242,0,-315,0,66,242,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000309,223.122.191.126.55086,150.129.7.132.443,79751606,52,52,0,0,306,0,306,7.610655,1,0,0,0,126,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000310,154.178.92.217.2133,150.129.81.136.58112,79751606,27,19,8,0,22638,24,22662,0.305734,8,303,303,0,2896,1460,1436,1460,1436,2896,1460,1436,2896,1460,1436,1460,0,0,0,276,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000311,157.82.4.252.51238,52.50.15.104.443,79751606,6,6,0,0,945,0,945,7.997877,1,189,189,0,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000312,120.84.229.112.25095,150.129.7.132.443,79751606,298,298,0,0,0,0,0,8.105683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000313,120.84.230.9.7651,150.129.7.132.443,79751606,299,299,0,0,0,0,0,8.105493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000314,202.233.92.232.50052,104.20.227.1.443,79751606,10,4,6,0,202,840,1042,0.396533,6,167,0,-39,0,-138,-632,-31,0,35,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000315,120.84.230.89.20059,150.129.7.132.443,79751606,318,318,0,0,0,0,0,8.020205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000316,157.82.4.195.13438,170.82.251.163.443,79751606,8,8,0,0,2189,0,2189,0.397093,1,0,0,0,126,0,1448,615,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000317,223.122.190.84.41094,150.129.7.132.443,79751606,117,117,0,0,31,0,31,2.608339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000318,120.84.234.164.3673,150.129.7.132.443,79751606,312,312,0,0,0,0,0,7.91704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000319,157.82.87.211.41224,52.41.234.72.443,79751606,1938,1938,0,0,293,0,293,8.094367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000320,131.105.39.17.14115,128.249.157.11.443,79751606,11,0,11,0,0,14059,14059,0.068576,1,0,0,-2912,-2650,-311,-373,-31,-2697,-2912,-2173,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000321,106.150.177.246.10422,202.243.228.165.53,79751606,6,6,0,0,78,0,78,0.117993,1,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000322,120.84.230.191.9534,150.129.7.132.443,79751606,245,245,0,0,0,0,0,8.119044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000323,120.84.229.181.14029,150.129.7.132.443,79751606,316,316,0,0,0,0,0,8.11842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000324,120.84.230.36.9238,150.129.7.132.443,79751606,355,355,0,0,0,0,0,8.112025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000325,157.82.4.192.14928,44.23.95.189.443,79751606,10,10,0,0,1079,0,1079,2.088188,1,1002,0,0,0,0,0,46,31,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000326,120.84.229.26.15782,150.129.7.132.443,79751606,307,307,0,0,0,0,0,8.103763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000327,120.84.230.173.26490,150.129.7.132.443,79751606,288,288,0,0,0,0,0,8.117714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000328,202.96.58.150.54476,13.169.175.43.443,79751606,18,11,7,0,9023,6907,15930,0.831468,8,-99,0,386,-6332,0,74,1370,4110,3052,-103,-62,0,-31,0,31,0,-280,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000329,133.11.203.129.61250,103.235.46.79.443,79751606,105,0,105,0,0,0,0,8.11949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000330,202.96.58.148.50594,31.242.146.60.443,79751606,454,163,291,0,5621,2889003,2894624,5.757466,90,39,-39,0,0,0,391,-35,-246,-23,-2740,-1197,0,0,0,0,0,508,-35,-221,-23
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000331,202.96.58.148.50593,31.242.146.60.443,79751606,715,232,483,0,9251,5077768,5087019,5.874703,160,39,-39,0,486,-35,-311,-1393,-19180,-1098,0,0,0,0,0,0,0,756,-35,-280,-12353
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000332,120.84.230.111.1447,150.129.7.132.443,79751606,283,283,0,0,0,0,0,8.108646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000333,203.172.135.235.29976,104.150.212.86.443,79751606,102,54,48,0,1841,138063,139904,0.673108,21,0,0,0,309,0,-2920,-1176,-2264,0,0,0,0,80,80,305,1036,0,-303,-365,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000334,223.122.191.106.16389,150.129.7.132.443,79751606,60,60,0,0,0,0,0,7.282244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000335,163.209.199.169.50804,153.92.220.149.1883,79751606,287,287,0,0,0,0,0,8.105275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000336,120.84.234.10.7617,150.129.7.132.443,79751606,313,313,0,0,0,0,0,8.092606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000337,120.84.229.33.19195,150.129.7.132.443,79751606,312,312,0,0,0,0,0,8.089154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000338,133.20.157.174.25048,38.84.121.80.80,79751606,18,18,0,0,2104,0,2104,5.25001,1,0,230,0,233,0,233,0,235,0,233,0,235,0,235,0,235,235,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000339,157.82.87.211.41296,52.41.234.72.443,79751606,1855,1855,0,0,293,0,293,8.127503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000340,70.149.213.214.5563,131.104.93.58.443,79751606,147,147,0,0,0,0,0,7.991776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000341,150.129.225.252.43558,172.25.175.108.1935,79751606,1493,1493,0,0,1658568,0,1658568,8.104567,1,352,1412,237,358,1412,1412,1166,355,1412,86,351,1412,1412,272,349,1412,775,346,353,1412
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000342,157.82.4.223.53470,14.7.54.13.443,79751606,17,0,17,0,0,22487,22487,2.652641,1,-2920,-1197,-11680,-474,-26,0,0,-541,-3980,-26,0,0,-538,-1027,-26,-26,-26,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000343,120.84.234.156.15956,150.129.7.132.443,79751606,279,279,0,0,0,0,0,8.10541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000344,120.84.234.185.4229,150.129.7.132.443,79751606,293,293,0,0,0,0,0,7.751997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000345,120.84.230.24.2818,150.129.7.132.443,79751606,263,263,0,0,0,0,0,8.109058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000346,120.84.230.48.7529,150.129.7.132.443,79751606,253,253,0,0,0,0,0,8.122021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000347,203.172.135.235.1129,13.169.175.42.443,79751606,323,207,116,0,313137,919,314056,5.195628,23,0,-31,0,0,0,0,0,0,0,1440,1440,1440,1440,1440,1440,1440,1440,2880,2880,1440
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000348,106.150.177.246.49445,202.243.228.165.53,79751606,6,6,0,0,81,0,81,0.117043,1,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
