source_dataset,public_ground_truth,session_id,client_endpoint,server_endpoint,pcap_size_bytes,packet_count,out_packets,in_packets,unknown_packets,out_payload_bytes,in_payload_bytes,total_payload_bytes,flow_duration_seconds,burst_count,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,len_9,len_10,len_11,len_12,len_13,len_14,len_15,len_16,len_17,len_18,len_19,len_20
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000756,131.105.34.10.34000,158.165.44.250.80,79751606,8,4,4,0,81,270,351,1.223155,6,0,0,0,81,0,-270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000757,150.129.143.86.54238,111.215.147.148.443,79751606,430,0,430,0,0,621328,621328,8.058548,1,-1448,-1448,-1448,-1448,-1448,-1448,-1448,-1448,-1448,-1448,-1448,-1448,-2896,-2896,-1504,-1448,-1448,-1448,-1448,-1392
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000758,223.122.189.125.54943,150.129.7.132.443,79751606,29,29,0,0,0,0,0,6.717949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000759,157.82.4.254.41460,52.50.15.104.443,79751606,10,10,0,0,9784,0,9784,6.508617,1,0,492,907,1448,1448,2896,1261,444,447,441,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000760,202.96.58.35.63610,13.139.29.238.443,79751606,67,33,34,0,6662,4683,11345,7.501535,29,-300,-125,-31,0,0,0,145,0,400,0,-302,-593,-31,0,0,0,149,0,851,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000761,150.129.206.0.64452,114.225.158.203.443,79751606,9,9,0,0,163,0,163,6.203744,1,0,0,34,95,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000762,157.82.4.252.47058,52.207.130.25.443,79751606,7,7,0,0,995,0,995,8.000086,1,189,189,189,189,50,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000763,202.96.58.221.15272,199.128.173.124.443,79751606,10,0,10,0,0,1040,1040,7.126304,1,0,-156,0,0,-411,0,-442,-31,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000764,133.11.52.6.47312,3.239.0.98.443,79751606,46,46,0,0,12098,0,12098,3.897031,1,0,805,0,0,404,403,0,804,0,0,809,0,812,0,0,403,402,0,0,404
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000765,131.104.21.110.62831,162.227.245.173.443,79751606,10,0,10,0,0,1574,1574,6.563141,1,-79,-79,-52,-48,-1222,-31,0,-63,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000766,202.96.58.221.15273,199.128.173.124.443,79751606,57,0,57,0,0,116654,116654,7.128055,1,0,-156,0,0,-1460,-1460,-2920,-1460,-1460,-1460,-1460,-1460,-1460,-1460,-1460,-2920,-4380,-1460,-1460,-1460
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000767,120.84.229.39.8445,150.129.7.132.443,79751606,261,261,0,0,0,0,0,8.077325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000768,223.122.189.4.56694,150.129.7.132.443,79751606,48,48,0,0,306,0,306,4.311988,1,0,126,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000769,202.96.58.221.15274,199.128.173.124.443,79751606,10,0,10,0,0,2261,2261,7.124728,1,0,-156,0,0,-694,0,-1380,-31,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000770,43.254.112.46.17663,150.129.7.132.443,79751606,12,0,12,0,0,9232,9232,0.412932,1,0,0,-2568,-1528,-333,0,-51,-3852,-869,-31,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000771,202.96.58.35.29296,20.2.197.47.443,79751606,23,13,10,0,4310,6470,10780,0.283578,11,0,0,0,856,0,-2896,-1200,0,0,-1091,0,64,1428,1428,-287,-287,0,534,0,-307
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000772,120.84.230.4.11490,150.129.7.132.443,79751606,242,242,0,0,0,0,0,8.070805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000773,157.82.185.22.47132,3.227.223.204.443,79751606,10,10,0,0,553,0,553,6.321505,1,0,410,0,0,35,35,0,35,38,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000774,131.104.45.143.62126,164.36.211.197.443,79751606,9,0,9,0,0,2323,2323,2.796946,1,-815,0,0,-776,-39,0,0,-42,-651,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000775,202.96.58.35.21096,52.142.179.178.443,79751606,6,3,3,0,241,1960,2201,3.836704,4,-980,0,241,0,-980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000776,157.82.4.197.24616,170.82.250.6.443,79751606,6,6,0,0,783,0,783,5.382699,1,30,231,261,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000777,202.96.58.221.58547,17.38.105.117.443,79751606,6,0,6,0,0,266,266,5.135414,1,-24,-26,-62,-64,-66,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000778,202.96.58.253.39136,52.197.212.210.443,79751606,15,8,7,0,2440,480,2920,7.689647,8,-120,0,1054,474,0,-120,0,358,0,-120,0,554,0,-120,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000779,106.150.177.246.42389,202.243.228.165.53,79751606,6,6,0,0,64,0,64,0.113931,1,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000780,62.104.121.42.43956,203.172.137.223.22,79751606,14,7,7,0,252,636,888,1.591068,11,48,0,-532,16,0,52,0,-52,84,-52,52,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000781,120.84.230.134.28400,150.129.7.132.443,79751606,252,252,0,0,0,0,0,8.070502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000782,157.82.4.228.16764,34.204.142.43.443,79751606,6,6,0,0,862,0,862,3.358346,1,0,432,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000783,157.82.4.197.23248,44.21.130.203.443,79751606,15,15,0,0,3624,0,3624,1.652067,1,0,0,517,0,126,0,1481,441,475,0,0,0,64,520,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000784,120.84.230.22.1307,150.129.7.132.443,79751606,264,264,0,0,0,0,0,8.080614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000785,120.84.229.1.17263,150.129.7.132.443,79751606,267,267,0,0,0,0,0,8.027782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000786,202.96.58.35.59558,103.67.116.93.443,79751606,19,11,8,0,1285,3538,4823,0.101266,10,0,0,0,284,-1400,-308,-1364,0,0,318,-51,0,652,-415,0,0,31,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000787,163.209.221.140.50169,150.33.187.91.443,79751606,6,6,0,0,0,0,0,6.916741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000788,223.122.188.214.18233,150.129.7.132.443,79751606,129,129,0,0,0,0,0,6.667603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000789,120.84.234.41.3137,150.129.7.132.443,79751606,294,294,0,0,0,0,0,8.070484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000790,202.96.58.149.61217,23.48.244.64.443,79751606,8,0,8,0,0,144,144,6.474347,1,-24,0,0,-24,-24,-24,-24,-24,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000791,120.84.230.46.1722,150.129.7.132.443,79751606,298,298,0,0,0,0,0,8.062669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000792,150.129.7.132.48856,216.182.198.76.873,79751606,8576,0,8576,0,0,33023088,33023088,8.083602,1,-1448,-1448,-2896,-2896,-2896,-2896,-2896,-2896,-4344,-1448,-5792,-5792,-4344,-1448,-2896,-5792,-5792,-2896,-2896,-2896
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000793,203.172.161.178.39046,175.201.200.241.443,79751606,8,4,4,0,24,183,207,0.131024,3,-159,-24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000794,223.122.190.91.15725,150.129.7.132.443,79751606,48,48,0,0,0,0,0,5.092627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000795,111.200.173.41.13939,150.129.7.132.443,79751606,69,69,0,0,0,0,0,8.039648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000796,185.26.88.151.53082,202.233.89.185.22,79751606,13,6,7,0,188,104,292,4.965463,8,0,52,0,-52,0,84,0,-52,52,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000797,92.40.196.124.26281,130.31.254.15.443,79751606,85,0,85,0,0,5681,5681,7.918541,1,-90,-135,0,0,-116,0,-135,0,-135,0,-155,-135,0,0,0,-155,0,-90,0,-155
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000798,157.82.87.211.41212,52.41.234.72.443,79751606,1388,1388,0,0,0,0,0,7.223957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000799,150.129.245.2.56628,54.18.12.30.443,79751606,6,3,3,0,0,135,135,0.185337,4,-104,0,0,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000800,202.96.58.155.50636,52.140.20.185.443,79751606,11,6,5,0,601,871,1472,0.170014,6,73,46,440,-46,-42,0,-745,-38,0,42,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000801,98.62.255.199.58526,133.11.243.182.80,79751606,35,35,0,0,0,0,0,3.548533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000802,14.30.102.54.41658,133.20.66.226.22,79751606,10,0,10,0,0,636,636,1.228058,1,0,-532,0,0,-52,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000803,120.84.234.197.7819,150.129.7.132.443,79751606,276,276,0,0,0,0,0,8.044388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000804,150.129.178.7.63954,135.23.6.120.443,79751606,26,13,13,0,8942,5107,14049,7.644857,13,0,0,0,796,-245,757,1250,923,-271,-1839,-27,0,677,2173,0,0,-1250,-734,-33,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000805,120.84.229.4.32437,150.129.7.132.443,79751606,281,281,0,0,0,0,0,8.058126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000806,223.122.190.156.25265,150.129.7.132.443,79751606,70,70,0,0,0,0,0,7.774561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000807,133.11.39.183.56753,52.205.130.181.443,79751606,8,8,0,0,3140,0,3140,4.621685,1,848,0,813,0,743,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000808,223.122.189.183.37754,150.129.7.132.443,79751606,45,45,0,0,0,0,0,5.300589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000809,150.129.94.244.41966,58.144.71.234.443,79751606,18,18,0,0,893,0,893,2.128359,1,0,517,0,0,80,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000810,133.11.65.129.60508,3.201.211.183.443,79751606,42,42,0,0,20249,0,20249,1.820146,1,988,1940,989,0,0,0,0,2048,1248,488,0,0,1248,1106,1459,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000811,157.82.185.101.34270,44.6.130.21.443,79751606,13,13,0,0,1336,0,1336,2.362122,1,0,564,0,0,126,99,509,0,38,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000812,223.122.191.225.31706,150.129.7.132.443,79751606,20,20,0,0,0,0,0,3.437849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000813,157.82.4.229.43196,44.20.54.224.443,79751606,65,65,0,0,4497,0,4497,5.375631,1,0,0,107,0,107,0,0,0,0,0,107,106,105,106,139,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000814,157.82.243.214.60357,146.181.97.54.443,79751606,10,0,10,0,0,7051,7051,0.229577,1,0,-2760,-1939,0,0,-258,0,-66,-2028,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000815,223.122.189.182.17434,150.129.7.132.443,79751606,99,99,0,0,0,0,0,8.018905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000816,157.82.4.208.6750,164.36.211.197.443,79751606,28,0,28,0,0,49270,49270,0.490536,1,-1642,0,0,-630,-1460,-2920,-1636,-1460,-2920,-2920,-1460,-1460,-2920,-2920,-1460,-1460,-4380,-1460,-1460,-1460
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000817,192.205.238.106.35868,54.45.214.224.443,79751606,9,9,0,0,392,0,392,0.634798,1,0,0,126,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000818,223.122.191.237.4399,150.129.7.132.443,79751606,35,35,0,0,0,0,0,1.02243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000819,160.161.236.246.51163,130.31.254.31.443,79751606,70,0,70,0,0,14175,14175,7.961662,1,0,0,-92,0,0,-84,-101,-160,-1375,-84,-84,-209,0,-92,0,0,-101,0,-160,-1375
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000820,223.122.191.236.60630,150.129.7.132.443,79751606,8,8,0,0,0,0,0,0.211346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000821,120.84.229.236.3317,150.129.7.132.443,79751606,254,254,0,0,0,0,0,7.986062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000822,163.209.108.22.63612,150.33.187.97.443,79751606,28,28,0,0,0,0,0,3.887322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000823,131.105.19.65.54088,163.124.79.27.443,79751606,22,0,22,0,0,1600,1600,8.008895,1,-70,-449,0,0,0,0,0,-70,-328,-115,0,0,-70,-117,0,0,-126,0,0,-70
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000824,223.122.190.183.49279,150.129.7.132.443,79751606,204,204,0,0,0,0,0,6.075925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000825,131.104.189.55.60696,141.196.36.243.443,79751606,21,0,21,0,0,6316,6316,5.482627,1,0,0,0,-42,0,-72,-2018,0,0,0,0,-42,-2018,0,-42,0,0,-2010,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000826,150.129.81.246.49427,104.188.202.219.443,79751606,6,3,3,0,0,134,134,7.917813,6,-43,0,-46,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000827,147.0.48.22.55723,163.208.22.237.443,79751606,335,0,335,0,0,145533,145533,8.068121,1,-56,-2412,0,0,0,0,0,0,0,0,-704,0,-58,-1665,-1665,-1665,-1726,0,0,-1758
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000828,202.96.58.154.49691,23.216.181.154.443,79751606,13,0,13,0,0,24257,24257,0.235663,1,0,0,-3872,0,-287,-287,0,-10160,0,-2655,0,-3911,-3085,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000829,219.158.231.159.53419,150.129.7.132.443,79751606,984,0,984,0,0,6799843,6799843,8.067417,1,-7300,-5840,-7517,-10220,-11897,-4380,-4380,-2920,-5840,-5840,-217,-18980,-6057,-2920,-1460,-2920,-4380,-5840,-2920,-4380
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000830,157.82.4.198.42972,162.227.245.138.443,79751606,36,15,21,0,7723,11542,19265,7.030084,22,0,0,0,564,-4136,564,-40,0,564,-1460,0,0,-2676,0,64,92,1460,0,-79,-79
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000831,202.33.71.3.53568,150.129.4.20.80,79751606,9,5,4,0,164,167,331,0.030343,6,0,0,0,164,-167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000832,216.105.67.34.50244,163.208.20.64.443,79751606,9,0,9,0,0,2246,2246,6.360434,1,-56,-1263,0,-703,0,-56,-56,-56,-56,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000833,167.95.245.197.42354,133.3.190.188.6003,79751606,6,4,2,0,149,43,192,3.419356,4,0,85,-43,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000834,150.129.83.156.64512,35.103.175.190.443,79751606,74,0,74,0,0,10229,10229,7.991587,1,-450,-38,0,-449,-38,0,0,-449,-38,0,-449,-38,0,0,-449,-38,0,-449,-38,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000835,133.20.181.82.65487,183.161.86.137.993,79751606,222,222,0,0,6902,0,6902,8.054189,1,62,0,57,0,62,0,57,0,62,0,57,0,62,0,57,0,62,57,0,62
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000836,120.84.229.132.19792,150.129.7.132.443,79751606,276,276,0,0,0,0,0,8.070375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000837,160.161.151.25.56544,130.31.254.13.443,79751606,60,0,60,0,0,17608,17608,7.693825,1,0,-117,-133,-261,-261,-133,-117,-117,-117,-85,-261,0,-133,-117,-389,-133,-261,-213,-117,-917
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000838,133.11.33.169.62885,163.124.80.34.443,79751606,9,0,9,0,0,837,837,8.021753,1,-93,-93,-93,-93,-93,-93,-93,-93,-93,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000839,81.110.207.182.13299,203.172.142.62.22,79751606,17,9,8,0,252,540,792,1.260014,11,0,48,0,-436,0,16,0,52,0,-52,84,0,-52,52,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000840,159.192.52.195.29334,202.96.60.188.22,79751606,6,6,0,0,204,0,204,5.163021,1,16,52,84,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000841,202.96.58.253.34346,52.228.219.57.443,79751606,12,5,7,0,1104,360,1464,5.831775,6,0,0,-120,0,730,0,-120,0,374,0,-120,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000842,157.82.4.252.47008,54.46.0.168.443,79751606,7,7,0,0,3923,0,3923,5.501876,1,800,204,1212,804,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000843,223.122.191.202.49941,150.129.7.132.443,79751606,153,153,0,0,0,0,0,6.269188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000844,150.129.125.17.52857,157.183.224.248.443,79751606,14,7,7,0,254,13885,14139,0.247009,7,254,0,-26,0,-2784,-2784,-2784,-2784,0,0,-2723,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000845,120.84.230.137.9070,150.129.7.132.443,79751606,289,289,0,0,0,0,0,8.052876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000846,133.11.221.163.52394,170.82.246.134.443,79751606,11,11,0,0,2187,0,2187,0.808419,1,0,0,517,0,0,0,0,93,0,1577,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000847,223.122.191.188.9453,150.129.7.132.443,79751606,86,86,0,0,0,0,0,7.947916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000848,157.82.65.173.55354,16.194.138.164.443,79751606,60,60,0,0,2069,0,2069,7.411008,1,0,0,0,0,0,687,687,0,0,0,0,0,695,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000849,150.129.179.164.44094,43.230.34.20.80,79751606,11,6,5,0,1228,877,2105,0.15008,6,0,0,0,1228,0,-877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000850,157.82.73.55.59157,3.235.187.231.443,79751606,7,7,0,0,2484,0,2484,0.935248,1,0,252,2201,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000851,163.209.134.66.60317,34.238.97.40.443,79751606,7,7,0,0,0,0,0,7.208675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000852,120.85.53.85.63953,150.129.7.132.443,79751606,41,41,0,0,0,0,0,7.682889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000853,95.227.189.89.9966,203.172.135.199.443,79751606,84,31,53,0,10597,14027,24624,7.896364,48,72,0,908,0,-84,-1112,0,84,0,824,0,-84,-1111,0,84,0,824,0,-84,-1111
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000854,157.82.241.234.60974,164.36.211.197.443,79751606,56,0,56,0,0,16395,16395,8.007306,1,-39,0,-870,-39,0,-870,-39,0,-870,-39,0,-868,-39,0,-870,-39,0,-870,-39,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000855,157.82.65.173.55358,16.194.138.164.443,79751606,56,56,0,0,2772,0,2772,8.065112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000856,157.82.4.209.21424,162.227.245.136.443,79751606,22,8,14,0,213,2602,2815,6.529807,7,-79,-79,-52,-1257,31,0,119,0,-1041,-31,0,0,0,-39,-24,0,0,63,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000857,203.172.142.31.7572,192.109.100.208.443,79751606,36,18,18,0,3873,567,4440,7.563566,16,-73,0,639,0,-50,64,583,38,0,0,-74,65,531,38,-74,0,0,0,0,-74
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000858,133.11.37.30.60951,210.111.106.106.443,79751606,7,0,7,0,0,4554,4554,5.076854,1,0,-1460,-1460,-1460,-109,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000859,66.44.151.150.36052,130.190.173.113.25,79751606,13,13,0,0,21178,0,21178,5.36945,1,2048,2048,2048,2048,2896,2896,2896,2896,1396,0,6,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000860,120.84.230.1.14700,150.129.7.132.443,79751606,217,217,0,0,0,0,0,8.005284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000861,202.96.58.221.15269,52.154.124.177.443,79751606,272,117,155,0,31,573869,573900,1.46457,84,0,-62,0,-31,0,-5317,-8030,-1460,-2611,-1460,-591,-4071,0,0,0,0,0,0,0,31
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000862,157.82.4.253.11778,52.50.15.104.443,79751606,11,11,0,0,8550,0,8550,8.009708,1,1448,258,1448,261,0,1448,266,1448,261,1448,264,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000863,157.82.236.203.60963,52.43.126.103.443,79751606,2279,2279,0,0,1394,0,1394,8.015877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000864,203.172.135.235.31812,20.251.4.32.443,79751606,17,10,7,0,2057,9018,11075,0.492156,7,-4380,-2711,0,0,0,158,-51,0,412,1456,0,-1460,-416,0,31,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000865,157.82.4.214.52848,34.198.82.228.443,79751606,19,19,0,0,514,0,514,5.006492,1,0,0,55,55,0,0,55,56,0,0,55,0,0,59,56,0,123,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000866,150.129.103.100.63277,170.119.181.195.443,79751606,15,8,7,0,5717,4644,10361,0.576703,8,0,0,185,0,-4112,0,93,-258,2920,71,2448,0,0,-274,0,0,0,0,0,0
